file,line,snippet,alias_documented_in_file
04-development-artifacts\01-technical-specification\README.md,9,"1. Verify `../output/LLD.md`, `../output/SRS_Draft.md`, and `../project_context/tech_stack.md` exist. Halt if any required file is missing.",False
04-development-artifacts\01-technical-specification\README.md,10,"2. Invoke `logic.prompt` or trigger the skill. The skill extracts module contracts, defines data formats and integration specs, and writes `../output/Technical_",False
04-development-artifacts\01-technical-specification\SKILL.md,23,- After Phase 03 completes and `LLD.md` exists in `../output/` with module decomposition and class diagrams.,False
04-development-artifacts\01-technical-specification\SKILL.md,24,- When `SRS_Draft.md` is present in `../output/` for requirement traceability.,False
04-development-artifacts\01-technical-specification\SKILL.md,25,- When `tech_stack.md` is present in `../project_context/` for technology-specific implementation details.,False
04-development-artifacts\01-technical-specification\SKILL.md,31,"| **Inputs**  | `../output/LLD.md`, `../output/SRS_Draft.md`, `../project_context/tech_stack.md` |",False
04-development-artifacts\01-technical-specification\SKILL.md,32,| **Output**  | `../output/Technical_Specification.md` |,False
04-development-artifacts\01-technical-specification\SKILL.md,40,"| LLD.md | `../output/LLD.md` | Yes | Module decomposition, class diagrams, algorithms to formalize as contracts |",False
04-development-artifacts\01-technical-specification\SKILL.md,41,| SRS_Draft.md | `../output/SRS_Draft.md` | Yes | Functional requirements for traceability and interface constraints |,False
04-development-artifacts\01-technical-specification\SKILL.md,42,"| tech_stack.md | `../project_context/tech_stack.md` | Yes | Technology choices, runtime versions, framework-specific implementation details |",False
04-development-artifacts\01-technical-specification\SKILL.md,48,"| Technical_Specification.md | `../output/Technical_Specification.md` | Complete technical specification with module contracts, data formats, and integration sp",False
04-development-artifacts\01-technical-specification\SKILL.md,56,Read `LLD.md` and `SRS_Draft.md` from `../output/` and `tech_stack.md` from `../project_context/`. Log the absolute path of each file read. If any required file,False
04-development-artifacts\01-technical-specification\SKILL.md,104,Write the completed document to `../output/Technical_Specification.md`. Include a traceability table mapping every module contract to its LLD module and origina,False
04-development-artifacts\01-technical-specification\SKILL.md,121,- [ ] `Technical_Specification.md` exists in `../output/` with all eight sections populated.,False
04-development-artifacts\02-coding-guidelines\README.md,9,1. Verify `../project_context/tech_stack.md` exists. Optionally check for `../output/HLD.md` to align conventions with architectural decisions.,False
04-development-artifacts\02-coding-guidelines\README.md,10,"2. Invoke `logic.prompt` or trigger the skill. The skill detects languages and frameworks, generates conventions for each, and writes `../output/Coding_Guidelin",False
04-development-artifacts\02-coding-guidelines\SKILL.md,23,- After `tech_stack.md` exists in `../project_context/` with language and framework details.,False
04-development-artifacts\02-coding-guidelines\SKILL.md,24,- Optionally after `HLD.md` exists in `../output/` to align coding patterns with architectural decisions.,False
04-development-artifacts\02-coding-guidelines\SKILL.md,31,| **Inputs**  | `../project_context/tech_stack.md`; optionally `../output/HLD.md` |,False
04-development-artifacts\02-coding-guidelines\SKILL.md,32,| **Output**  | `../output/Coding_Guidelines.md` |,False
04-development-artifacts\02-coding-guidelines\SKILL.md,40,"| tech_stack.md | `../project_context/tech_stack.md` | Yes | Languages, frameworks, and tooling to derive conventions from |",False
04-development-artifacts\02-coding-guidelines\SKILL.md,41,| HLD.md | `../output/HLD.md` | No | Architectural patterns to align coding conventions with |,False
04-development-artifacts\02-coding-guidelines\SKILL.md,47,"| Coding_Guidelines.md | `../output/Coding_Guidelines.md` | Complete coding standards document with conventions, patterns, and quality metrics |",False
04-development-artifacts\02-coding-guidelines\SKILL.md,55,Read `tech_stack.md` from `../project_context/`. Optionally read `HLD.md` from `../output/`. Log the absolute path of each file read. If `tech_stack.md` is miss,False
04-development-artifacts\02-coding-guidelines\SKILL.md,100,Write the completed document to `../output/Coding_Guidelines.md`. The document shall include a Code Review Checklist section that summarizes all conventions as ,False
04-development-artifacts\02-coding-guidelines\SKILL.md,117,- [ ] `Coding_Guidelines.md` exists in `../output/` with all eight sections populated.,False
04-development-artifacts\02-coding-guidelines\SKILL.md,128,| Upstream | `../project_context/tech_stack.md` | Reads language and framework details |,False
04-development-artifacts\03-dev-environment-setup\README.md,9,1. Verify `../project_context/tech_stack.md` exists. Optionally check for `../output/HLD.md` to derive infrastructure dependencies.,False
04-development-artifacts\03-dev-environment-setup\README.md,10,"2. Invoke `logic.prompt` or trigger the skill. The skill reads toolchain details, generates platform-specific setup steps, and writes `../output/Dev_Environment",False
04-development-artifacts\03-dev-environment-setup\SKILL.md,23,- After `tech_stack.md` exists in `../project_context/` with toolchain and runtime details.,False
04-development-artifacts\03-dev-environment-setup\SKILL.md,24,"- Optionally after `HLD.md` exists in `../output/` to derive infrastructure dependencies (databases, caches, message queues).",False
04-development-artifacts\03-dev-environment-setup\SKILL.md,31,| **Inputs**  | `../project_context/tech_stack.md`; optionally `../output/HLD.md` |,False
04-development-artifacts\03-dev-environment-setup\SKILL.md,32,| **Output**  | `../output/Dev_Environment_Setup.md` |,False
04-development-artifacts\03-dev-environment-setup\SKILL.md,40,"| tech_stack.md | `../project_context/tech_stack.md` | Yes | Runtimes, package managers, databases, and infrastructure tools |",False
04-development-artifacts\03-dev-environment-setup\SKILL.md,41,| HLD.md | `../output/HLD.md` | No | Deployment topology to derive local infrastructure dependencies |,False
04-development-artifacts\03-dev-environment-setup\SKILL.md,47,| Dev_Environment_Setup.md | `../output/Dev_Environment_Setup.md` | Complete environment setup guide with numbered steps and verification commands |,False
04-development-artifacts\03-dev-environment-setup\SKILL.md,55,Read `tech_stack.md` from `../project_context/`. Optionally read `HLD.md` from `../output/` for infrastructure context. Log the absolute path of each file read.,False
04-development-artifacts\03-dev-environment-setup\SKILL.md,100,Write the completed document to `../output/Dev_Environment_Setup.md`. Include a Verification Checklist section with commands that confirm each component is corr,False
04-development-artifacts\03-dev-environment-setup\SKILL.md,117,- [ ] `Dev_Environment_Setup.md` exists in `../output/` with all seven sections populated.,False
04-development-artifacts\03-dev-environment-setup\SKILL.md,129,| Upstream | `../project_context/tech_stack.md` | Reads toolchain and infrastructure details |,False
04-development-artifacts\04-contribution-guide\README.md,9,1. Verify `../project_context/tech_stack.md` exists. Halt if it is missing.,False
04-development-artifacts\04-contribution-guide\README.md,10,"2. Invoke `logic.prompt` or trigger the skill. The skill reads VCS and CI/CD details, generates workflow standards, and writes `../output/Contribution_Guide.md`",False
04-development-artifacts\04-contribution-guide\SKILL.md,23,- After `tech_stack.md` exists in `../project_context/` with VCS and CI/CD tooling details.,False
04-development-artifacts\04-contribution-guide\SKILL.md,30,| **Inputs**  | `../project_context/tech_stack.md` |,False
04-development-artifacts\04-contribution-guide\SKILL.md,31,| **Output**  | `../output/Contribution_Guide.md` |,False
04-development-artifacts\04-contribution-guide\SKILL.md,39,"| tech_stack.md | `../project_context/tech_stack.md` | Yes | VCS platform, CI/CD tooling, deployment targets |",False
04-development-artifacts\04-contribution-guide\SKILL.md,45,"| Contribution_Guide.md | `../output/Contribution_Guide.md` | Complete contribution workflow guide with branching, commits, PRs, and review standards |",False
04-development-artifacts\04-contribution-guide\SKILL.md,53,"Read `tech_stack.md` from `../project_context/`. Log the absolute path of each file read. If `tech_stack.md` is missing, halt execution and report the gap. Iden",False
04-development-artifacts\04-contribution-guide\SKILL.md,99,Write the completed document to `../output/Contribution_Guide.md`. Include a Getting Started section that references `Dev_Environment_Setup.md` for initial setu,False
04-development-artifacts\04-contribution-guide\SKILL.md,116,- [ ] `Contribution_Guide.md` exists in `../output/` with all seven sections populated.,False
04-development-artifacts\04-contribution-guide\SKILL.md,130,| Upstream | `../project_context/tech_stack.md` | Reads VCS and CI/CD tooling details |,False
05-testing-documentation\README.md,25,- **Upstream:** Phase 02 (Requirements Engineering) -- requires `SRS_Draft.md` in `../output/`. Phase 03 (Design Documentation) -- requires `HLD.md` in `../outp,False
05-testing-documentation\README.md,30,"All skills read from `../output/` (SRS_Draft.md, HLD.md, Test_Strategy.md, Test_Plan.md) and `../project_context/quality_standards.md`.",False
05-testing-documentation\README.md,34,All skills write to `../output/`.,False
05-testing-documentation\01-test-strategy\README.md,9,"1. Verify `../output/SRS_Draft.md`, `../output/HLD.md`, and `../project_context/quality_standards.md` exist. Halt if any required file is missing.",False
05-testing-documentation\01-test-strategy\README.md,10,"2. Invoke `logic.prompt` or trigger the skill. The skill defines test levels, types, tools, environments, criteria, defect management, and metrics, then writes ",False
05-testing-documentation\01-test-strategy\SKILL.md,23,- After Phase 02 completes and `SRS_Draft.md` exists in `../output/` with functional and non-functional requirements.,False
05-testing-documentation\01-test-strategy\SKILL.md,24,- After Phase 03 completes and `HLD.md` exists in `../output/` with system architecture and component boundaries.,False
05-testing-documentation\01-test-strategy\SKILL.md,25,- When `quality_standards.md` exists in `../project_context/` with project-specific quality targets.,False
05-testing-documentation\01-test-strategy\SKILL.md,31,"| **Inputs**  | `../output/SRS_Draft.md`, `../output/HLD.md`, `../project_context/quality_standards.md` |",False
05-testing-documentation\01-test-strategy\SKILL.md,32,| **Output**  | `../output/Test_Strategy.md` |,False
05-testing-documentation\01-test-strategy\SKILL.md,40,| SRS_Draft.md | `../output/SRS_Draft.md` | Yes | Functional and non-functional requirements driving test scope |,False
05-testing-documentation\01-test-strategy\SKILL.md,41,| HLD.md | `../output/HLD.md` | Yes | System architecture defining component boundaries for integration testing |,False
05-testing-documentation\01-test-strategy\SKILL.md,42,"| quality_standards.md | `../project_context/quality_standards.md` | Yes | Project-specific quality targets, compliance mandates, and coverage thresholds |",False
05-testing-documentation\01-test-strategy\SKILL.md,63,"| Test_Strategy.md | `../output/Test_Strategy.md` | Complete test strategy with levels, types, tools, environments, and criteria |",False
05-testing-documentation\01-test-strategy\SKILL.md,71,Read `SRS_Draft.md` and `HLD.md` from `../output/` and `quality_standards.md` from `../project_context/`. Log the absolute path of each file read. If any requir,False
05-testing-documentation\01-test-strategy\SKILL.md,101,Write the completed document to `../output/Test_Strategy.md`. Include a traceability section mapping each test level and test type to the SRS sections and quali,False
05-testing-documentation\01-test-strategy\SKILL.md,118,- [ ] `Test_Strategy.md` exists in `../output/` with all nine sections populated.,False
05-testing-documentation\02-test-plan\README.md,9,1. Verify `../output/SRS_Draft.md` and `../output/Test_Strategy.md` exist. Optionally check for `../output/acceptance_criteria.md`. Halt if any required file is,False
05-testing-documentation\02-test-plan\README.md,10,"2. Invoke `logic.prompt` or trigger the skill. The skill extracts testable requirements, generates test cases, defines test data, builds the schedule, and write",False
05-testing-documentation\02-test-plan\SKILL.md,23,"- After 01-test-strategy completes and `Test_Strategy.md` exists in `../output/` with test levels, types, and criteria.",False
05-testing-documentation\02-test-plan\SKILL.md,24,"- When `SRS_Draft.md` exists in `../output/` with functional requirements containing ""shall"" statements.",False
05-testing-documentation\02-test-plan\SKILL.md,25,"- Optionally, when `acceptance_criteria.md` exists in `../output/` for agile projects requiring acceptance-test mapping.",False
05-testing-documentation\02-test-plan\SKILL.md,31,"| **Inputs**  | `../output/SRS_Draft.md`, `../output/Test_Strategy.md`, `../output/acceptance_criteria.md` (optional) |",False
05-testing-documentation\02-test-plan\SKILL.md,32,| **Output**  | `../output/Test_Plan.md` |,False
05-testing-documentation\02-test-plan\SKILL.md,40,"| SRS_Draft.md | `../output/SRS_Draft.md` | Yes | Functional (Section 3.2) and non-functional (Sections 3.3, 3.5) requirements as test case sources |",False
05-testing-documentation\02-test-plan\SKILL.md,41,"| Test_Strategy.md | `../output/Test_Strategy.md` | Yes | Test levels, types, tools, and criteria governing test case structure |",False
05-testing-documentation\02-test-plan\SKILL.md,42,| acceptance_criteria.md | `../output/acceptance_criteria.md` | No | Agile acceptance criteria for mapping to UAT test cases |,False
05-testing-documentation\02-test-plan\SKILL.md,48,"| Test_Plan.md | `../output/Test_Plan.md` | Complete test plan with test cases, traceability matrix, schedule, and resources |",False
05-testing-documentation\02-test-plan\SKILL.md,56,Read `SRS_Draft.md` and `Test_Strategy.md` from `../output/`. Optionally read `acceptance_criteria.md` from `../output/` if it exists. Log the absolute path of ,False
05-testing-documentation\02-test-plan\SKILL.md,90,"Generate a requirement-to-test traceability matrix mapping every REQ-ID to its TC-IDs, confirming full coverage. Flag any requirements without test cases as cov",False
05-testing-documentation\02-test-plan\SKILL.md,125,- [ ] `Test_Plan.md` exists in `../output/` with all seven sections populated.,False
05-testing-documentation\03-test-report\README.md,9,1. Verify `../output/Test_Plan.md` exists with test cases and traceability matrix. Halt if the file is missing.,False
05-testing-documentation\03-test-report\README.md,10,"2. Invoke `logic.prompt` or trigger the skill. The skill generates the report template with executive summary, execution log, defect log, coverage metrics, anal",False
05-testing-documentation\03-test-report\SKILL.md,23,- After 02-test-plan completes and `Test_Plan.md` exists in `../output/` with test cases and traceability matrix.,False
05-testing-documentation\03-test-report\SKILL.md,30,| **Inputs**  | `../output/Test_Plan.md` |,False
05-testing-documentation\03-test-report\SKILL.md,31,| **Output**  | `../output/Test_Report_Template.md` |,False
05-testing-documentation\03-test-report\SKILL.md,39,"| Test_Plan.md | `../output/Test_Plan.md` | Yes | Test case inventory, traceability matrix, and schedule driving report structure |",False
05-testing-documentation\03-test-report\SKILL.md,45,| Test_Report_Template.md | `../output/Test_Report_Template.md` | Reusable report template with placeholders for test execution results |,False
05-testing-documentation\03-test-report\SKILL.md,53,"Read `Test_Plan.md` from `../output/`. Log the absolute path. If the file is missing, halt execution and report the gap. Extract the total test case count, test",False
05-testing-documentation\03-test-report\SKILL.md,77,"Before writing output, confirm the deterministic gate in `../references/29119-deterministic-checks.md` is satisfied and that incident-report.md plus test-comple",False
05-testing-documentation\03-test-report\SKILL.md,94,- [ ] `Test_Report_Template.md` exists in `../output/` with all seven sections populated.,False
06-deployment-operations\README.md,37,Existing skill-local references to `../project_context/` and `../output/` are compatibility aliases into the active project workspace.,False
06-deployment-operations\01-deployment-guide\README.md,9,1. Verify `../output/HLD.md` and `../project_context/tech_stack.md` exist. Optionally check for `../output/Database_Design.md`. Halt if any required file is mis,False
06-deployment-operations\01-deployment-guide\README.md,10,"2. Invoke `logic.prompt` or trigger the skill. The skill generates pre-deployment checklists, deployment steps, rollback procedures, and post-deployment verific",False
06-deployment-operations\01-deployment-guide\SKILL.md,23,- After Phase 03 completes and `HLD.md` exists in `../output/` with system architecture and component topology.,False
06-deployment-operations\01-deployment-guide\SKILL.md,24,- When `tech_stack.md` is present in `../project_context/` with technology choices and runtime versions.,False
06-deployment-operations\01-deployment-guide\SKILL.md,25,- Optionally when `Database_Design.md` exists in `../output/` for database migration steps.,False
06-deployment-operations\01-deployment-guide\SKILL.md,31,"| **Inputs**  | `../output/HLD.md`, `../project_context/tech_stack.md`, `../output/Database_Design.md` (optional) |",False
06-deployment-operations\01-deployment-guide\SKILL.md,32,| **Output**  | `../output/Deployment_Guide.md` |,False
06-deployment-operations\01-deployment-guide\SKILL.md,40,"| HLD.md | `../output/HLD.md` | Yes | System architecture, component topology, deployment targets |",False
06-deployment-operations\01-deployment-guide\SKILL.md,41,"| tech_stack.md | `../project_context/tech_stack.md` | Yes | Technology choices, runtime versions, package managers |",False
06-deployment-operations\01-deployment-guide\SKILL.md,42,| Database_Design.md | `../output/Database_Design.md` | No | Database schema for migration step generation |,False
06-deployment-operations\01-deployment-guide\SKILL.md,48,"| Deployment_Guide.md | `../output/Deployment_Guide.md` | Complete deployment procedure with pre-checks, steps, rollback, and verification |",False
06-deployment-operations\01-deployment-guide\SKILL.md,56,Read `HLD.md` from `../output/` and `tech_stack.md` from `../project_context/`. Optionally read `Database_Design.md` from `../output/`. Log the absolute path of,False
06-deployment-operations\01-deployment-guide\SKILL.md,109,Produce an environment matrix summarizing resource differences across dev/staging/prod. Write the completed document to `../output/Deployment_Guide.md`. Log the,False
06-deployment-operations\01-deployment-guide\SKILL.md,126,- [ ] `Deployment_Guide.md` exists in `../output/` with all seven sections populated.,False
06-deployment-operations\02-runbook\README.md,9,1. Verify `../output/HLD.md` and `../project_context/tech_stack.md` exist. Halt if any required file is missing.,False
06-deployment-operations\02-runbook\README.md,10,"2. Invoke `logic.prompt` or trigger the skill. The skill generates service overview, incident severity levels, alert playbooks, escalation matrix, troubleshooti",False
06-deployment-operations\02-runbook\SKILL.md,23,- After 01-deployment-guide completes and `Deployment_Guide.md` exists in `../output/`.,False
06-deployment-operations\02-runbook\SKILL.md,24,- When `HLD.md` exists in `../output/` with system architecture and component dependencies.,False
06-deployment-operations\02-runbook\SKILL.md,25,- When `tech_stack.md` is present in `../project_context/` with technology choices and runtime details.,False
06-deployment-operations\02-runbook\SKILL.md,31,"| **Inputs**  | `../output/HLD.md`, `../project_context/tech_stack.md` |",False
06-deployment-operations\02-runbook\SKILL.md,32,| **Output**  | `../output/Runbook.md` |,False
06-deployment-operations\02-runbook\SKILL.md,40,"| HLD.md | `../output/HLD.md` | Yes | System architecture, component dependencies, service boundaries |",False
06-deployment-operations\02-runbook\SKILL.md,41,"| tech_stack.md | `../project_context/tech_stack.md` | Yes | Technology choices, runtime details, infrastructure tooling |",False
06-deployment-operations\02-runbook\SKILL.md,47,"| Runbook.md | `../output/Runbook.md` | Complete operational runbook with incident response, playbooks, and maintenance procedures |",False
06-deployment-operations\02-runbook\SKILL.md,55,Read `HLD.md` from `../output/` and `tech_stack.md` from `../project_context/`. Log the absolute path of each file read. Halt if any required file is missing.,False
06-deployment-operations\02-runbook\SKILL.md,116,"Write the completed document to `../output/Runbook.md`. Include a contact list appendix. Log the total count of playbooks, troubleshooting recipes, and maintena",False
06-deployment-operations\02-runbook\SKILL.md,133,- [ ] `Runbook.md` exists in `../output/` with all eight sections populated.,False
06-deployment-operations\03-monitoring-setup\README.md,9,1. Verify `../output/HLD.md` and `../project_context/quality_standards.md` exist. Halt if any required file is missing.,False
06-deployment-operations\03-monitoring-setup\README.md,10,"2. Invoke `logic.prompt` or trigger the skill. The skill generates metrics catalog, alert definitions, dashboard specs, health checks, log aggregation, and noti",False
06-deployment-operations\03-monitoring-setup\SKILL.md,24,- When `HLD.md` exists in `../output/` with component architecture for per-component metric definition.,False
06-deployment-operations\03-monitoring-setup\SKILL.md,25,- When `quality_standards.md` is present in `../project_context/` with SLAs and quality targets.,False
06-deployment-operations\03-monitoring-setup\SKILL.md,31,"| **Inputs**  | `../output/HLD.md`, `../project_context/quality_standards.md` |",False
06-deployment-operations\03-monitoring-setup\SKILL.md,32,| **Output**  | `../output/Monitoring_Setup.md` |,False
06-deployment-operations\03-monitoring-setup\SKILL.md,40,| HLD.md | `../output/HLD.md` | Yes | Component architecture for per-component metric definition |,False
06-deployment-operations\03-monitoring-setup\SKILL.md,41,"| quality_standards.md | `../project_context/quality_standards.md` | Yes | SLAs, SLOs, and quality targets for alert threshold derivation |",False
06-deployment-operations\03-monitoring-setup\SKILL.md,47,"| Monitoring_Setup.md | `../output/Monitoring_Setup.md` | Complete monitoring design with metrics, alerts, dashboards, and health checks |",False
06-deployment-operations\03-monitoring-setup\SKILL.md,55,Read `HLD.md` from `../output/` and `quality_standards.md` from `../project_context/`. Log the absolute path of each file read. Halt if any required file is mis,False
06-deployment-operations\03-monitoring-setup\SKILL.md,105,"Write the completed document to `../output/Monitoring_Setup.md`. Log the total count of metrics, alerts, and dashboard panels.",False
06-deployment-operations\03-monitoring-setup\SKILL.md,122,- [ ] `Monitoring_Setup.md` exists in `../output/` with all six sections populated.,False
06-deployment-operations\04-infrastructure-docs\README.md,9,1. Verify `../output/HLD.md` and `../project_context/tech_stack.md` exist. Halt if any required file is missing.,False
06-deployment-operations\04-infrastructure-docs\README.md,10,"2. Invoke `logic.prompt` or trigger the skill. The skill generates infrastructure architecture diagram, compute resources, network topology, storage architectur",False
06-deployment-operations\04-infrastructure-docs\SKILL.md,24,- When `HLD.md` exists in `../output/` with system architecture and component topology.,False
06-deployment-operations\04-infrastructure-docs\SKILL.md,25,- When `tech_stack.md` is present in `../project_context/` with technology choices and infrastructure tooling.,False
06-deployment-operations\04-infrastructure-docs\SKILL.md,31,"| **Inputs**  | `../output/HLD.md`, `../project_context/tech_stack.md` |",False
06-deployment-operations\04-infrastructure-docs\SKILL.md,32,| **Output**  | `../output/Infrastructure_Docs.md` |,False
06-deployment-operations\04-infrastructure-docs\SKILL.md,40,"| HLD.md | `../output/HLD.md` | Yes | System architecture, component topology, deployment targets |",False
06-deployment-operations\04-infrastructure-docs\SKILL.md,41,"| tech_stack.md | `../project_context/tech_stack.md` | Yes | Technology choices, infrastructure tooling, cloud provider details |",False
06-deployment-operations\04-infrastructure-docs\SKILL.md,47,"| Infrastructure_Docs.md | `../output/Infrastructure_Docs.md` | Complete infrastructure documentation with diagrams, resources, network, storage, IaC, and DR |",False
06-deployment-operations\04-infrastructure-docs\SKILL.md,55,Read `HLD.md` from `../output/` and `tech_stack.md` from `../project_context/`. Log the absolute path of each file read. Halt if any required file is missing.,False
06-deployment-operations\04-infrastructure-docs\SKILL.md,105,Produce a cost estimate summary table per environment. Write the completed document to `../output/Infrastructure_Docs.md`. Log the total count of compute resour,False
06-deployment-operations\04-infrastructure-docs\SKILL.md,122,- [ ] `Infrastructure_Docs.md` exists in `../output/` with all seven sections populated.,False
06-deployment-operations\05-go-live-readiness\SKILL.md,32,"| **Inputs** | `../output/Deployment_Guide.md`, `../output/Runbook.md`, `../output/Monitoring_Setup.md`, `../output/Infrastructure_Docs.md` (recommended), relea",False
06-deployment-operations\05-go-live-readiness\SKILL.md,33,| **Output** | `../output/Go_Live_Readiness.md` |,False
06-deployment-operations\05-go-live-readiness\SKILL.md,89,"Write `../output/Go_Live_Readiness.md` with readiness assessment, blocker register, cutover plan, and recommendation.",False
07-agile-artifacts\README.md,27,"All skills read from `../project_context/` (vision.md, features.md, quality_standards.md, tech_stack.md) and `../output/` (prioritized_backlog.md, user_stories.",False
07-agile-artifacts\01-sprint-planning\README.md,9,1. Verify `../project_context/vision.md` and `../output/prioritized_backlog.md` exist. Optionally check for `../output/user_stories.md`. Halt if any required fi,False
07-agile-artifacts\01-sprint-planning\README.md,10,"2. Invoke `logic.prompt` or trigger the skill. The skill generates sprint goal, capacity, backlog selection, task breakdown, and risk sections, then writes `../",False
07-agile-artifacts\01-sprint-planning\SKILL.md,23,- After Phase 02 completes and `prioritized_backlog.md` exists in `../output/` with ranked work items.,False
07-agile-artifacts\01-sprint-planning\SKILL.md,24,- When `user_stories.md` is present in `../output/` with acceptance criteria for candidate stories.,False
07-agile-artifacts\01-sprint-planning\SKILL.md,25,- When `vision.md` is present in `../project_context/` with project goals to derive sprint goals from.,False
07-agile-artifacts\01-sprint-planning\SKILL.md,32,"| **Inputs**  | `../project_context/vision.md`, `../output/prioritized_backlog.md`, `../output/user_stories.md` |",False
07-agile-artifacts\01-sprint-planning\SKILL.md,33,| **Output**  | `../output/Sprint_Planning_Template.md` |,False
07-agile-artifacts\01-sprint-planning\SKILL.md,41,| vision.md | `../project_context/vision.md` | Yes | Project goals and strategic objectives for sprint goal derivation |,False
07-agile-artifacts\01-sprint-planning\SKILL.md,42,| prioritized_backlog.md | `../output/prioritized_backlog.md` | Yes | Ranked backlog items with priority and estimated effort |,False
07-agile-artifacts\01-sprint-planning\SKILL.md,43,| user_stories.md | `../output/user_stories.md` | No | User stories with acceptance criteria for task breakdown |,False
07-agile-artifacts\01-sprint-planning\SKILL.md,49,| Sprint_Planning_Template.md | `../output/Sprint_Planning_Template.md` | Complete sprint planning template with all ceremony sections |,False
07-agile-artifacts\01-sprint-planning\SKILL.md,57,Read `vision.md` from `../project_context/` and `prioritized_backlog.md` from `../output/`. Optionally read `user_stories.md` from `../output/`. Log the absolut,False
07-agile-artifacts\01-sprint-planning\SKILL.md,100,Assemble all sections into the final template. Include a Definition of Done reference section that points to `Definition_of_Done.md`. Include a Sprint Commitmen,False
07-agile-artifacts\01-sprint-planning\SKILL.md,125,1. `Sprint_Planning_Template.md` exists in `../output/` with all eight sections populated.,False
07-agile-artifacts\02-definition-of-done\README.md,9,1. Verify `../project_context/quality_standards.md` exists. Optionally check for `../project_context/tech_stack.md`. Halt if the required file is missing.,False
07-agile-artifacts\02-definition-of-done\README.md,10,"2. Invoke `logic.prompt` or trigger the skill. The skill generates criteria across six categories and two aggregate levels, then writes `../output/Definition_of",False
07-agile-artifacts\02-definition-of-done\SKILL.md,24,- After `quality_standards.md` is present in `../project_context/` with project-specific quality requirements.,False
07-agile-artifacts\02-definition-of-done\SKILL.md,25,- When `tech_stack.md` is present in `../project_context/` to tailor criteria to the technology platform.,False
07-agile-artifacts\02-definition-of-done\SKILL.md,32,"| **Inputs**  | `../project_context/quality_standards.md`, `../project_context/tech_stack.md` |",False
07-agile-artifacts\02-definition-of-done\SKILL.md,33,| **Output**  | `../output/Definition_of_Done.md` |,False
07-agile-artifacts\02-definition-of-done\SKILL.md,41,"| quality_standards.md | `../project_context/quality_standards.md` | Yes | Project quality requirements, coding standards, coverage targets |",False
07-agile-artifacts\02-definition-of-done\SKILL.md,42,"| tech_stack.md | `../project_context/tech_stack.md` | No | Technology choices to tailor criteria (linters, test frameworks, CI/CD tools) |",False
07-agile-artifacts\02-definition-of-done\SKILL.md,48,"| Definition_of_Done.md | `../output/Definition_of_Done.md` | Complete DoD checklist with item-level, increment-level, and release-level criteria |",False
07-agile-artifacts\02-definition-of-done\SKILL.md,56,Read `quality_standards.md` from `../project_context/`. Optionally read `tech_stack.md` from `../project_context/`. Log the absolute path of each file read. Hal,False
07-agile-artifacts\02-definition-of-done\SKILL.md,107,Assemble all criteria into the final checklist document. Write the completed document to `../output/Definition_of_Done.md`. Log completion and total count of ch,False
07-agile-artifacts\02-definition-of-done\SKILL.md,132,1. `Definition_of_Done.md` exists in `../output/` with all eight sections populated.,False
07-agile-artifacts\03-definition-of-ready\README.md,9,1. Verify `../project_context/vision.md` exists. Optionally check for `../project_context/features.md`. Halt if the required file is missing.,False
07-agile-artifacts\03-definition-of-ready\README.md,10,"2. Invoke `logic.prompt` or trigger the skill. The skill generates readiness criteria across five categories plus a refinement process, then writes `../output/D",False
07-agile-artifacts\03-definition-of-ready\SKILL.md,24,- After `vision.md` is present in `../project_context/` with project goals for context.,False
07-agile-artifacts\03-definition-of-ready\SKILL.md,25,- When `features.md` is present in `../project_context/` with feature definitions to inform readiness criteria.,False
07-agile-artifacts\03-definition-of-ready\SKILL.md,32,"| **Inputs**  | `../project_context/vision.md`, `../project_context/features.md` |",False
07-agile-artifacts\03-definition-of-ready\SKILL.md,33,| **Output**  | `../output/Definition_of_Ready.md` |,False
07-agile-artifacts\03-definition-of-ready\SKILL.md,41,| vision.md | `../project_context/vision.md` | Yes | Project goals and scope to ground readiness criteria |,False
07-agile-artifacts\03-definition-of-ready\SKILL.md,42,| features.md | `../project_context/features.md` | No | Feature definitions to inform story completeness and design clarity criteria |,False
07-agile-artifacts\03-definition-of-ready\SKILL.md,48,| Definition_of_Ready.md | `../output/Definition_of_Ready.md` | Complete DoR checklist with refinement criteria and process guidance |,False
07-agile-artifacts\03-definition-of-ready\SKILL.md,56,Read `vision.md` from `../project_context/`. Optionally read `features.md` from `../project_context/`. Log the absolute path of each file read. Halt if the requ,False
07-agile-artifacts\03-definition-of-ready\SKILL.md,105,Assemble all sections into the final document. Write to `../output/Definition_of_Ready.md`. Log completion.,False
07-agile-artifacts\03-definition-of-ready\SKILL.md,129,1. `Definition_of_Ready.md` exists in `../output/` with all seven sections populated.,False
07-agile-artifacts\04-retrospective-template\README.md,9,1. Verify `../project_context/vision.md` exists. Halt if the required file is missing.,False
07-agile-artifacts\04-retrospective-template\README.md,10,"2. Invoke `logic.prompt` or trigger the skill. The skill generates sprint summary, observation sections, action tracking, facilitation formats, and metrics, the",False
07-agile-artifacts\04-retrospective-template\SKILL.md,24,- After `vision.md` is present in `../project_context/` for project context.,False
07-agile-artifacts\04-retrospective-template\SKILL.md,32,| **Inputs**  | `../project_context/vision.md` |,False
